round,datetime,date,year,month,day,day_of_week,hour,season,original_load_mw,load_scale,load_mw,load_type
1407,2020-08-28 14:00:00,2020-08-28,2020,8,28,Friday,15,summer,6874.753590999999,0.95,6531.0,hourly_chronological
1408,2020-08-28 15:00:00,2020-08-28,2020,8,28,Friday,16,summer,6895.037826,0.95,6550.3,hourly_chronological
1409,2020-08-28 16:00:00,2020-08-28,2020,8,28,Friday,17,summer,6679.518486,0.95,6345.5,hourly_chronological
1410,2020-08-28 17:00:00,2020-08-28,2020,8,28,Friday,18,summer,6233.734619,0.95,5922.0,hourly_chronological
1411,2020-08-28 18:00:00,2020-08-28,2020,8,28,Friday,19,summer,6019.818321,0.95,5718.8,hourly_chronological
1412,2020-08-28 19:00:00,2020-08-28,2020,8,28,Friday,20,summer,5846.594061,0.95,5554.3,hourly_chronological
1413,2020-08-28 20:00:00,2020-08-28,2020,8,28,Friday,21,summer,5516.353916,0.95,5240.5,hourly_chronological
1414,2020-08-28 21:00:00,2020-08-28,2020,8,28,Friday,22,summer,5113.649506,0.95,4858.0,hourly_chronological
1415,2020-08-28 22:00:00,2020-08-28,2020,8,28,Friday,23,summer,4723.34079,0.95,4487.2,hourly_chronological
1416,2020-08-28 23:00:00,2020-08-28,2020,8,28,Friday,24,summer,4405.463032,0.95,4185.2,hourly_chronological
1417,2020-08-29 00:00:00,2020-08-29,2020,8,29,Saturday,1,summer,4207.193177,0.95,3996.8,hourly_chronological
1418,2020-08-29 01:00:00,2020-08-29,2020,8,29,Saturday,2,summer,4052.523783,0.95,3849.9,hourly_chronological
1419,2020-08-29 02:00:00,2020-08-29,2020,8,29,Saturday,3,summer,3950.0469559999997,0.95,3752.5,hourly_chronological
1420,2020-08-29 03:00:00,2020-08-29,2020,8,29,Saturday,4,summer,3899.0772850000003,0.95,3704.1,hourly_chronological
1421,2020-08-29 04:00:00,2020-08-29,2020,8,29,Saturday,5,summer,3898.977557,0.95,3704.0,hourly_chronological
1422,2020-08-29 05:00:00,2020-08-29,2020,8,29,Saturday,6,summer,3854.547183,0.95,3661.8,hourly_chronological
1423,2020-08-29 06:00:00,2020-08-29,2020,8,29,Saturday,7,summer,4031.9452899999997,0.95,3830.3,hourly_chronological
1424,2020-08-29 07:00:00,2020-08-29,2020,8,29,Saturday,8,summer,4367.563981,0.95,4149.2,hourly_chronological
1425,2020-08-29 08:00:00,2020-08-29,2020,8,29,Saturday,9,summer,4750.872394,0.95,4513.3,hourly_chronological
1426,2020-08-29 09:00:00,2020-08-29,2020,8,29,Saturday,10,summer,5131.723077,0.95,4875.1,hourly_chronological
1427,2020-08-29 10:00:00,2020-08-29,2020,8,29,Saturday,11,summer,5410.305522000001,0.95,5139.8,hourly_chronological
1428,2020-08-29 11:00:00,2020-08-29,2020,8,29,Saturday,12,summer,5733.596226,0.95,5446.9,hourly_chronological
1429,2020-08-29 12:00:00,2020-08-29,2020,8,29,Saturday,13,summer,5987.331107,0.95,5688.0,hourly_chronological
1430,2020-08-29 13:00:00,2020-08-29,2020,8,29,Saturday,14,summer,6239.323246,0.95,5927.4,hourly_chronological
1431,2020-08-29 14:00:00,2020-08-29,2020,8,29,Saturday,15,summer,6400.801404,0.95,6080.8,hourly_chronological
1432,2020-08-29 15:00:00,2020-08-29,2020,8,29,Saturday,16,summer,6449.721938,0.95,6127.2,hourly_chronological
1433,2020-08-29 16:00:00,2020-08-29,2020,8,29,Saturday,17,summer,6338.401388,0.95,6021.5,hourly_chronological
1434,2020-08-29 17:00:00,2020-08-29,2020,8,29,Saturday,18,summer,5996.893816,0.95,5697.0,hourly_chronological
1435,2020-08-29 18:00:00,2020-08-29,2020,8,29,Saturday,19,summer,5825.022932,0.95,5533.8,hourly_chronological
1436,2020-08-29 19:00:00,2020-08-29,2020,8,29,Saturday,20,summer,5661.681359,0.95,5378.6,hourly_chronological
1437,2020-08-29 20:00:00,2020-08-29,2020,8,29,Saturday,21,summer,5303.385829,0.95,5038.2,hourly_chronological
1438,2020-08-29 21:00:00,2020-08-29,2020,8,29,Saturday,22,summer,4924.320817,0.95,4678.1,hourly_chronological
1439,2020-08-29 22:00:00,2020-08-29,2020,8,29,Saturday,23,summer,4569.857812,0.95,4341.4,hourly_chronological
1440,2020-08-29 23:00:00,2020-08-29,2020,8,29,Saturday,24,summer,4267.2331110000005,0.95,4053.9,hourly_chronological
1441,2020-08-30 00:00:00,2020-08-30,2020,8,30,Sunday,1,summer,4061.881603,0.95,3858.8,hourly_chronological
1442,2020-08-30 01:00:00,2020-08-30,2020,8,30,Sunday,2,summer,3913.5059069999998,0.95,3717.8,hourly_chronological
1443,2020-08-30 02:00:00,2020-08-30,2020,8,30,Sunday,3,summer,3804.17212,0.95,3614.0,hourly_chronological
1444,2020-08-30 03:00:00,2020-08-30,2020,8,30,Sunday,4,summer,3746.095601,0.95,3558.8,hourly_chronological
1445,2020-08-30 04:00:00,2020-08-30,2020,8,30,Sunday,5,summer,3724.2898910000004,0.95,3538.1,hourly_chronological
1446,2020-08-30 05:00:00,2020-08-30,2020,8,30,Sunday,6,summer,3660.321306,0.95,3477.3,hourly_chronological
1447,2020-08-30 06:00:00,2020-08-30,2020,8,30,Sunday,7,summer,3783.23542,0.95,3594.1,hourly_chronological
1448,2020-08-30 07:00:00,2020-08-30,2020,8,30,Sunday,8,summer,4095.283931,0.95,3890.5,hourly_chronological
1449,2020-08-30 08:00:00,2020-08-30,2020,8,30,Sunday,9,summer,4454.362018,0.95,4231.6,hourly_chronological
1450,2020-08-30 09:00:00,2020-08-30,2020,8,30,Sunday,10,summer,4850.949896,0.95,4608.4,hourly_chronological
1451,2020-08-30 10:00:00,2020-08-30,2020,8,30,Sunday,11,summer,5257.816449,0.95,4994.9,hourly_chronological
1452,2020-08-30 11:00:00,2020-08-30,2020,8,30,Sunday,12,summer,5655.377004,0.95,5372.6,hourly_chronological
1453,2020-08-30 12:00:00,2020-08-30,2020,8,30,Sunday,13,summer,6021.8503599999995,0.95,5720.8,hourly_chronological
1454,2020-08-30 13:00:00,2020-08-30,2020,8,30,Sunday,14,summer,6331.860086000001,0.95,6015.3,hourly_chronological
1455,2020-08-30 14:00:00,2020-08-30,2020,8,30,Sunday,15,summer,6566.719723,0.95,6238.4,hourly_chronological
1456,2020-08-30 15:00:00,2020-08-30,2020,8,30,Sunday,16,summer,6677.195323999999,0.95,6343.3,hourly_chronological
1457,2020-08-30 16:00:00,2020-08-30,2020,8,30,Sunday,17,summer,6597.329653,0.95,6267.5,hourly_chronological
1458,2020-08-30 17:00:00,2020-08-30,2020,8,30,Sunday,18,summer,6277.056255,0.95,5963.2,hourly_chronological
1459,2020-08-30 18:00:00,2020-08-30,2020,8,30,Sunday,19,summer,6048.700057,0.95,5746.3,hourly_chronological
1460,2020-08-30 19:00:00,2020-08-30,2020,8,30,Sunday,20,summer,5871.071035999999,0.95,5577.5,hourly_chronological
1461,2020-08-30 20:00:00,2020-08-30,2020,8,30,Sunday,21,summer,5439.946536,0.95,5167.9,hourly_chronological
1462,2020-08-30 21:00:00,2020-08-30,2020,8,30,Sunday,22,summer,4953.537843,0.95,4705.9,hourly_chronological
1463,2020-08-30 22:00:00,2020-08-30,2020,8,30,Sunday,23,summer,4522.817307,0.95,4296.7,hourly_chronological
1464,2020-08-30 23:00:00,2020-08-30,2020,8,30,Sunday,24,summer,4214.386489,0.95,4003.7,hourly_chronological
1465,2020-08-31 00:00:00,2020-08-31,2020,8,31,Monday,1,summer,4021.089285,0.95,3820.0,hourly_chronological
1466,2020-08-31 01:00:00,2020-08-31,2020,8,31,Monday,2,summer,3904.590987,0.95,3709.4,hourly_chronological
1467,2020-08-31 02:00:00,2020-08-31,2020,8,31,Monday,3,summer,3832.143647,0.95,3640.5,hourly_chronological
1468,2020-08-31 03:00:00,2020-08-31,2020,8,31,Monday,4,summer,3829.609346,0.95,3638.1,hourly_chronological
1469,2020-08-31 04:00:00,2020-08-31,2020,8,31,Monday,5,summer,3937.7729799999997,0.95,3740.9,hourly_chronological
1470,2020-08-31 05:00:00,2020-08-31,2020,8,31,Monday,6,summer,4045.9697859999997,0.95,3843.7,hourly_chronological
1471,2020-08-31 06:00:00,2020-08-31,2020,8,31,Monday,7,summer,4297.810554,0.95,4082.9,hourly_chronological
1472,2020-08-31 07:00:00,2020-08-31,2020,8,31,Monday,8,summer,4677.463607,0.95,4443.6,hourly_chronological
1473,2020-08-31 08:00:00,2020-08-31,2020,8,31,Monday,9,summer,5096.722926,0.95,4841.9,hourly_chronological
1474,2020-08-31 09:00:00,2020-08-31,2020,8,31,Monday,10,summer,5551.469361,0.95,5273.9,hourly_chronological
1475,2020-08-31 10:00:00,2020-08-31,2020,8,31,Monday,11,summer,6052.18086,0.95,5749.6,hourly_chronological
1476,2020-08-31 11:00:00,2020-08-31,2020,8,31,Monday,12,summer,6554.703453,0.95,6227.0,hourly_chronological
1477,2020-08-31 12:00:00,2020-08-31,2020,8,31,Monday,13,summer,7015.435894,0.95,6664.7,hourly_chronological
1478,2020-08-31 13:00:00,2020-08-31,2020,8,31,Monday,14,summer,7434.743848,0.95,7063.0,hourly_chronological
1479,2020-08-31 14:00:00,2020-08-31,2020,8,31,Monday,15,summer,7745.987845,0.95,7358.7,hourly_chronological
1480,2020-08-31 15:00:00,2020-08-31,2020,8,31,Monday,16,summer,7783.070009000001,0.95,7393.9,hourly_chronological
1481,2020-08-31 16:00:00,2020-08-31,2020,8,31,Monday,17,summer,7562.262649,0.95,7184.1,hourly_chronological
1482,2020-08-31 17:00:00,2020-08-31,2020,8,31,Monday,18,summer,7039.120015,0.95,6687.2,hourly_chronological
1483,2020-08-31 18:00:00,2020-08-31,2020,8,31,Monday,19,summer,6707.39529,0.95,6372.0,hourly_chronological
1484,2020-08-31 19:00:00,2020-08-31,2020,8,31,Monday,20,summer,6393.423675,0.95,6073.8,hourly_chronological
1485,2020-08-31 20:00:00,2020-08-31,2020,8,31,Monday,21,summer,5864.540532,0.95,5571.3,hourly_chronological
1486,2020-08-31 21:00:00,2020-08-31,2020,8,31,Monday,22,summer,5247.5617010000005,0.95,4985.2,hourly_chronological
1487,2020-08-31 22:00:00,2020-08-31,2020,8,31,Monday,23,summer,4730.126713,0.95,4493.6,hourly_chronological
1488,2020-08-31 23:00:00,2020-08-31,2020,8,31,Monday,24,summer,4365.662452,0.95,4147.4,hourly_chronological
