round,datetime,date,year,month,day,day_of_week,hour,season,original_load_mw,load_scale,load_mw,load_type
746,2020-08-01 01:00:00,2020-08-01,2020,8,1,Saturday,2,summer,4569.091907,0.95,4340.6,hourly_chronological
747,2020-08-01 02:00:00,2020-08-01,2020,8,1,Saturday,3,summer,4420.427522,0.95,4199.4,hourly_chronological
748,2020-08-01 03:00:00,2020-08-01,2020,8,1,Saturday,4,summer,4358.354822,0.95,4140.4,hourly_chronological
749,2020-08-01 04:00:00,2020-08-01,2020,8,1,Saturday,5,summer,4345.859820000001,0.95,4128.6,hourly_chronological
750,2020-08-01 05:00:00,2020-08-01,2020,8,1,Saturday,6,summer,4312.086175,0.95,4096.5,hourly_chronological
751,2020-08-01 06:00:00,2020-08-01,2020,8,1,Saturday,7,summer,4487.420302,0.95,4263.0,hourly_chronological
752,2020-08-01 07:00:00,2020-08-01,2020,8,1,Saturday,8,summer,4816.090024,0.95,4575.3,hourly_chronological
753,2020-08-01 08:00:00,2020-08-01,2020,8,1,Saturday,9,summer,5208.90207,0.95,4948.5,hourly_chronological
754,2020-08-01 09:00:00,2020-08-01,2020,8,1,Saturday,10,summer,5537.492929,0.95,5260.6,hourly_chronological
755,2020-08-01 10:00:00,2020-08-01,2020,8,1,Saturday,11,summer,5829.943999,0.95,5538.4,hourly_chronological
756,2020-08-01 11:00:00,2020-08-01,2020,8,1,Saturday,12,summer,6098.188362,0.95,5793.3,hourly_chronological
757,2020-08-01 12:00:00,2020-08-01,2020,8,1,Saturday,13,summer,6303.412864999999,0.95,5988.2,hourly_chronological
758,2020-08-01 13:00:00,2020-08-01,2020,8,1,Saturday,14,summer,6564.702051,0.95,6236.5,hourly_chronological
759,2020-08-01 14:00:00,2020-08-01,2020,8,1,Saturday,15,summer,6736.405132,0.95,6399.6,hourly_chronological
760,2020-08-01 15:00:00,2020-08-01,2020,8,1,Saturday,16,summer,6775.939937,0.95,6437.1,hourly_chronological
761,2020-08-01 16:00:00,2020-08-01,2020,8,1,Saturday,17,summer,6690.192428,0.95,6355.7,hourly_chronological
762,2020-08-01 17:00:00,2020-08-01,2020,8,1,Saturday,18,summer,6455.4140290000005,0.95,6132.6,hourly_chronological
763,2020-08-01 18:00:00,2020-08-01,2020,8,1,Saturday,19,summer,6258.21244,0.95,5945.3,hourly_chronological
764,2020-08-01 19:00:00,2020-08-01,2020,8,1,Saturday,20,summer,6260.821776000001,0.95,5947.8,hourly_chronological
765,2020-08-01 20:00:00,2020-08-01,2020,8,1,Saturday,21,summer,6026.396011,0.95,5725.1,hourly_chronological
766,2020-08-01 21:00:00,2020-08-01,2020,8,1,Saturday,22,summer,5670.254435,0.95,5386.7,hourly_chronological
767,2020-08-01 22:00:00,2020-08-01,2020,8,1,Saturday,23,summer,5293.412054,0.95,5028.7,hourly_chronological
768,2020-08-01 23:00:00,2020-08-01,2020,8,1,Saturday,24,summer,4902.533114,0.95,4657.4,hourly_chronological
769,2020-08-02 00:00:00,2020-08-02,2020,8,2,Sunday,1,summer,4630.2376970000005,0.95,4398.7,hourly_chronological
770,2020-08-02 01:00:00,2020-08-02,2020,8,2,Sunday,2,summer,4452.446949,0.95,4229.8,hourly_chronological
771,2020-08-02 02:00:00,2020-08-02,2020,8,2,Sunday,3,summer,4324.798737,0.95,4108.6,hourly_chronological
772,2020-08-02 03:00:00,2020-08-02,2020,8,2,Sunday,4,summer,4238.570128,0.95,4026.6,hourly_chronological
773,2020-08-02 04:00:00,2020-08-02,2020,8,2,Sunday,5,summer,4198.612623999999,0.95,3988.7,hourly_chronological
774,2020-08-02 05:00:00,2020-08-02,2020,8,2,Sunday,6,summer,4130.048025,0.95,3923.5,hourly_chronological
775,2020-08-02 06:00:00,2020-08-02,2020,8,2,Sunday,7,summer,4276.973824000001,0.95,4063.1,hourly_chronological
776,2020-08-02 07:00:00,2020-08-02,2020,8,2,Sunday,8,summer,4557.875417,0.95,4330.0,hourly_chronological
777,2020-08-02 08:00:00,2020-08-02,2020,8,2,Sunday,9,summer,4895.562013000001,0.95,4650.8,hourly_chronological
778,2020-08-02 09:00:00,2020-08-02,2020,8,2,Sunday,10,summer,5222.550546,0.95,4961.4,hourly_chronological
779,2020-08-02 10:00:00,2020-08-02,2020,8,2,Sunday,11,summer,5520.271662,0.95,5244.3,hourly_chronological
780,2020-08-02 11:00:00,2020-08-02,2020,8,2,Sunday,12,summer,5788.756336,0.95,5499.3,hourly_chronological
781,2020-08-02 12:00:00,2020-08-02,2020,8,2,Sunday,13,summer,5987.537172,0.95,5688.2,hourly_chronological
782,2020-08-02 13:00:00,2020-08-02,2020,8,2,Sunday,14,summer,6194.4910580000005,0.95,5884.8,hourly_chronological
783,2020-08-02 14:00:00,2020-08-02,2020,8,2,Sunday,15,summer,6347.731214,0.95,6030.3,hourly_chronological
784,2020-08-02 15:00:00,2020-08-02,2020,8,2,Sunday,16,summer,6420.860426,0.95,6099.8,hourly_chronological
785,2020-08-02 16:00:00,2020-08-02,2020,8,2,Sunday,17,summer,6359.756869,0.95,6041.8,hourly_chronological
786,2020-08-02 17:00:00,2020-08-02,2020,8,2,Sunday,18,summer,6169.419902,0.95,5860.9,hourly_chronological
787,2020-08-02 18:00:00,2020-08-02,2020,8,2,Sunday,19,summer,5989.027297,0.95,5689.6,hourly_chronological
788,2020-08-02 19:00:00,2020-08-02,2020,8,2,Sunday,20,summer,6016.308766,0.95,5715.5,hourly_chronological
789,2020-08-02 20:00:00,2020-08-02,2020,8,2,Sunday,21,summer,5797.381857,0.95,5507.5,hourly_chronological
790,2020-08-02 21:00:00,2020-08-02,2020,8,2,Sunday,22,summer,5413.332061,0.95,5142.7,hourly_chronological
791,2020-08-02 22:00:00,2020-08-02,2020,8,2,Sunday,23,summer,4983.440764,0.95,4734.3,hourly_chronological
792,2020-08-02 23:00:00,2020-08-02,2020,8,2,Sunday,24,summer,4658.438776999999,0.95,4425.5,hourly_chronological
793,2020-08-03 00:00:00,2020-08-03,2020,8,3,Monday,1,summer,4451.356012,0.95,4228.8,hourly_chronological
794,2020-08-03 01:00:00,2020-08-03,2020,8,3,Monday,2,summer,4309.722417,0.95,4094.2,hourly_chronological
795,2020-08-03 02:00:00,2020-08-03,2020,8,3,Monday,3,summer,4237.105955,0.95,4025.3,hourly_chronological
796,2020-08-03 03:00:00,2020-08-03,2020,8,3,Monday,4,summer,4241.628328,0.95,4029.5,hourly_chronological
797,2020-08-03 04:00:00,2020-08-03,2020,8,3,Monday,5,summer,4334.656182000001,0.95,4117.9,hourly_chronological
798,2020-08-03 05:00:00,2020-08-03,2020,8,3,Monday,6,summer,4447.489043,0.95,4225.1,hourly_chronological
799,2020-08-03 06:00:00,2020-08-03,2020,8,3,Monday,7,summer,4712.880394,0.95,4477.2,hourly_chronological
800,2020-08-03 07:00:00,2020-08-03,2020,8,3,Monday,8,summer,5068.76984,0.95,4815.3,hourly_chronological
801,2020-08-03 08:00:00,2020-08-03,2020,8,3,Monday,9,summer,5409.083344,0.95,5138.6,hourly_chronological
802,2020-08-03 09:00:00,2020-08-03,2020,8,3,Monday,10,summer,5725.055392,0.95,5438.8,hourly_chronological
803,2020-08-03 10:00:00,2020-08-03,2020,8,3,Monday,11,summer,6045.818975,0.95,5743.5,hourly_chronological
804,2020-08-03 11:00:00,2020-08-03,2020,8,3,Monday,12,summer,6339.341549,0.95,6022.4,hourly_chronological
805,2020-08-03 12:00:00,2020-08-03,2020,8,3,Monday,13,summer,6586.034062,0.95,6256.7,hourly_chronological
806,2020-08-03 13:00:00,2020-08-03,2020,8,3,Monday,14,summer,6812.234514,0.95,6471.6,hourly_chronological
807,2020-08-03 14:00:00,2020-08-03,2020,8,3,Monday,15,summer,6995.641635,0.95,6645.9,hourly_chronological
808,2020-08-03 15:00:00,2020-08-03,2020,8,3,Monday,16,summer,7023.731728000001,0.95,6672.5,hourly_chronological
809,2020-08-03 16:00:00,2020-08-03,2020,8,3,Monday,17,summer,6874.035432,0.95,6530.3,hourly_chronological
810,2020-08-03 17:00:00,2020-08-03,2020,8,3,Monday,18,summer,6511.9332030000005,0.95,6186.3,hourly_chronological
811,2020-08-03 18:00:00,2020-08-03,2020,8,3,Monday,19,summer,6243.907296,0.95,5931.7,hourly_chronological
812,2020-08-03 19:00:00,2020-08-03,2020,8,3,Monday,20,summer,6224.730099,0.95,5913.5,hourly_chronological
813,2020-08-03 20:00:00,2020-08-03,2020,8,3,Monday,21,summer,5913.907058999999,0.95,5618.2,hourly_chronological
814,2020-08-03 21:00:00,2020-08-03,2020,8,3,Monday,22,summer,5430.816443,0.95,5159.3,hourly_chronological
815,2020-08-03 22:00:00,2020-08-03,2020,8,3,Monday,23,summer,4963.371092,0.95,4715.2,hourly_chronological
816,2020-08-03 23:00:00,2020-08-03,2020,8,3,Monday,24,summer,4617.774452,0.95,4386.9,hourly_chronological
817,2020-08-04 00:00:00,2020-08-04,2020,8,4,Tuesday,1,summer,4408.505427,0.95,4188.1,hourly_chronological
818,2020-08-04 01:00:00,2020-08-04,2020,8,4,Tuesday,2,summer,4253.754173,0.95,4041.1,hourly_chronological
819,2020-08-04 02:00:00,2020-08-04,2020,8,4,Tuesday,3,summer,4165.092812,0.95,3956.8,hourly_chronological
820,2020-08-04 03:00:00,2020-08-04,2020,8,4,Tuesday,4,summer,4159.0499389999995,0.95,3951.1,hourly_chronological
821,2020-08-04 04:00:00,2020-08-04,2020,8,4,Tuesday,5,summer,4231.627793,0.95,4020.0,hourly_chronological
822,2020-08-04 05:00:00,2020-08-04,2020,8,4,Tuesday,6,summer,4344.563314,0.95,4127.3,hourly_chronological
823,2020-08-04 06:00:00,2020-08-04,2020,8,4,Tuesday,7,summer,4637.228732,0.95,4405.4,hourly_chronological
824,2020-08-04 07:00:00,2020-08-04,2020,8,4,Tuesday,8,summer,4994.583542,0.95,4744.9,hourly_chronological
825,2020-08-04 08:00:00,2020-08-04,2020,8,4,Tuesday,9,summer,5327.915271,0.95,5061.5,hourly_chronological
826,2020-08-04 09:00:00,2020-08-04,2020,8,4,Tuesday,10,summer,5646.467966,0.95,5364.1,hourly_chronological
827,2020-08-04 10:00:00,2020-08-04,2020,8,4,Tuesday,11,summer,5945.034424,0.95,5647.8,hourly_chronological
828,2020-08-04 11:00:00,2020-08-04,2020,8,4,Tuesday,12,summer,6236.520389,0.95,5924.7,hourly_chronological
829,2020-08-04 12:00:00,2020-08-04,2020,8,4,Tuesday,13,summer,6470.671638,0.95,6147.1,hourly_chronological
830,2020-08-04 13:00:00,2020-08-04,2020,8,4,Tuesday,14,summer,6722.072757,0.95,6386.0,hourly_chronological
831,2020-08-04 14:00:00,2020-08-04,2020,8,4,Tuesday,15,summer,6864.551772000001,0.95,6521.3,hourly_chronological
832,2020-08-04 15:00:00,2020-08-04,2020,8,4,Tuesday,16,summer,6888.770837,0.95,6544.3,hourly_chronological
833,2020-08-04 16:00:00,2020-08-04,2020,8,4,Tuesday,17,summer,6734.591655,0.95,6397.9,hourly_chronological
834,2020-08-04 17:00:00,2020-08-04,2020,8,4,Tuesday,18,summer,6367.6407,0.95,6049.3,hourly_chronological
835,2020-08-04 18:00:00,2020-08-04,2020,8,4,Tuesday,19,summer,6074.37264,0.95,5770.7,hourly_chronological
836,2020-08-04 19:00:00,2020-08-04,2020,8,4,Tuesday,20,summer,6028.1815480000005,0.95,5726.8,hourly_chronological
837,2020-08-04 20:00:00,2020-08-04,2020,8,4,Tuesday,21,summer,5709.167929,0.95,5423.7,hourly_chronological
838,2020-08-04 21:00:00,2020-08-04,2020,8,4,Tuesday,22,summer,5204.85211,0.95,4944.6,hourly_chronological
839,2020-08-04 22:00:00,2020-08-04,2020,8,4,Tuesday,23,summer,4747.079596,0.95,4509.7,hourly_chronological
840,2020-08-04 23:00:00,2020-08-04,2020,8,4,Tuesday,24,summer,4411.600890000001,0.95,4191.0,hourly_chronological
841,2020-08-05 00:00:00,2020-08-05,2020,8,5,Wednesday,1,summer,4207.386485999999,0.95,3997.0,hourly_chronological
842,2020-08-05 01:00:00,2020-08-05,2020,8,5,Wednesday,2,summer,4073.20338,0.95,3869.5,hourly_chronological
843,2020-08-05 02:00:00,2020-08-05,2020,8,5,Wednesday,3,summer,3985.9541010000003,0.95,3786.7,hourly_chronological
844,2020-08-05 03:00:00,2020-08-05,2020,8,5,Wednesday,4,summer,4001.0555250000007,0.95,3801.0,hourly_chronological
845,2020-08-05 04:00:00,2020-08-05,2020,8,5,Wednesday,5,summer,4083.129185,0.95,3879.0,hourly_chronological
846,2020-08-05 05:00:00,2020-08-05,2020,8,5,Wednesday,6,summer,4222.008135,0.95,4010.9,hourly_chronological
847,2020-08-05 06:00:00,2020-08-05,2020,8,5,Wednesday,7,summer,4490.4929600000005,0.95,4266.0,hourly_chronological
848,2020-08-05 07:00:00,2020-08-05,2020,8,5,Wednesday,8,summer,4866.926573,0.95,4623.6,hourly_chronological
849,2020-08-05 08:00:00,2020-08-05,2020,8,5,Wednesday,9,summer,5234.135488,0.95,4972.4,hourly_chronological
850,2020-08-05 09:00:00,2020-08-05,2020,8,5,Wednesday,10,summer,5617.424035,0.95,5336.6,hourly_chronological
851,2020-08-05 10:00:00,2020-08-05,2020,8,5,Wednesday,11,summer,6024.377186,0.95,5723.2,hourly_chronological
852,2020-08-05 11:00:00,2020-08-05,2020,8,5,Wednesday,12,summer,6433.266657,0.95,6111.6,hourly_chronological
853,2020-08-05 12:00:00,2020-08-05,2020,8,5,Wednesday,13,summer,6744.640288,0.95,6407.4,hourly_chronological
854,2020-08-05 13:00:00,2020-08-05,2020,8,5,Wednesday,14,summer,7056.404267000001,0.95,6703.6,hourly_chronological
855,2020-08-05 14:00:00,2020-08-05,2020,8,5,Wednesday,15,summer,7257.843547,0.95,6895.0,hourly_chronological
856,2020-08-05 15:00:00,2020-08-05,2020,8,5,Wednesday,16,summer,7324.891584000001,0.95,6958.6,hourly_chronological
857,2020-08-05 16:00:00,2020-08-05,2020,8,5,Wednesday,17,summer,7154.438163999999,0.95,6796.7,hourly_chronological
858,2020-08-05 17:00:00,2020-08-05,2020,8,5,Wednesday,18,summer,6760.279577,0.95,6422.3,hourly_chronological
859,2020-08-05 18:00:00,2020-08-05,2020,8,5,Wednesday,19,summer,6390.009967,0.95,6070.5,hourly_chronological
860,2020-08-05 19:00:00,2020-08-05,2020,8,5,Wednesday,20,summer,6284.773223,0.95,5970.5,hourly_chronological
861,2020-08-05 20:00:00,2020-08-05,2020,8,5,Wednesday,21,summer,5950.8919829999995,0.95,5653.3,hourly_chronological
862,2020-08-05 21:00:00,2020-08-05,2020,8,5,Wednesday,22,summer,5410.929885,0.95,5140.4,hourly_chronological
863,2020-08-05 22:00:00,2020-08-05,2020,8,5,Wednesday,23,summer,4923.775894,0.95,4677.6,hourly_chronological
864,2020-08-05 23:00:00,2020-08-05,2020,8,5,Wednesday,24,summer,4571.748904,0.95,4343.2,hourly_chronological
865,2020-08-06 00:00:00,2020-08-06,2020,8,6,Thursday,1,summer,4350.578987,0.95,4133.1,hourly_chronological
866,2020-08-06 01:00:00,2020-08-06,2020,8,6,Thursday,2,summer,4198.630211,0.95,3988.7,hourly_chronological
867,2020-08-06 02:00:00,2020-08-06,2020,8,6,Thursday,3,summer,4116.457551,0.95,3910.6,hourly_chronological
868,2020-08-06 03:00:00,2020-08-06,2020,8,6,Thursday,4,summer,4119.276468,0.95,3913.3,hourly_chronological
869,2020-08-06 04:00:00,2020-08-06,2020,8,6,Thursday,5,summer,4200.153429,0.95,3990.1,hourly_chronological
870,2020-08-06 05:00:00,2020-08-06,2020,8,6,Thursday,6,summer,4304.5801950000005,0.95,4089.4,hourly_chronological
871,2020-08-06 06:00:00,2020-08-06,2020,8,6,Thursday,7,summer,4640.253705,0.95,4408.2,hourly_chronological
872,2020-08-06 07:00:00,2020-08-06,2020,8,6,Thursday,8,summer,5034.82949,0.95,4783.1,hourly_chronological
873,2020-08-06 08:00:00,2020-08-06,2020,8,6,Thursday,9,summer,5438.849178,0.95,5166.9,hourly_chronological
874,2020-08-06 09:00:00,2020-08-06,2020,8,6,Thursday,10,summer,5774.610701,0.95,5485.9,hourly_chronological
875,2020-08-06 10:00:00,2020-08-06,2020,8,6,Thursday,11,summer,6060.864148,0.95,5757.8,hourly_chronological
876,2020-08-06 11:00:00,2020-08-06,2020,8,6,Thursday,12,summer,6320.703049,0.95,6004.7,hourly_chronological
877,2020-08-06 12:00:00,2020-08-06,2020,8,6,Thursday,13,summer,6471.204821,0.95,6147.6,hourly_chronological
878,2020-08-06 13:00:00,2020-08-06,2020,8,6,Thursday,14,summer,6698.081057,0.95,6363.2,hourly_chronological
879,2020-08-06 14:00:00,2020-08-06,2020,8,6,Thursday,15,summer,6879.1711080000005,0.95,6535.2,hourly_chronological
880,2020-08-06 15:00:00,2020-08-06,2020,8,6,Thursday,16,summer,6908.063586,0.95,6562.7,hourly_chronological
881,2020-08-06 16:00:00,2020-08-06,2020,8,6,Thursday,17,summer,6713.715942,0.95,6378.0,hourly_chronological
882,2020-08-06 17:00:00,2020-08-06,2020,8,6,Thursday,18,summer,6309.933604,0.95,5994.4,hourly_chronological
883,2020-08-06 18:00:00,2020-08-06,2020,8,6,Thursday,19,summer,6029.639572,0.95,5728.2,hourly_chronological
884,2020-08-06 19:00:00,2020-08-06,2020,8,6,Thursday,20,summer,6015.864014,0.95,5715.1,hourly_chronological
885,2020-08-06 20:00:00,2020-08-06,2020,8,6,Thursday,21,summer,5715.799539,0.95,5430.0,hourly_chronological
886,2020-08-06 21:00:00,2020-08-06,2020,8,6,Thursday,22,summer,5278.953363,0.95,5015.0,hourly_chronological
887,2020-08-06 22:00:00,2020-08-06,2020,8,6,Thursday,23,summer,4837.392089,0.95,4595.5,hourly_chronological
888,2020-08-06 23:00:00,2020-08-06,2020,8,6,Thursday,24,summer,4515.927675999999,0.95,4290.1,hourly_chronological
889,2020-08-07 00:00:00,2020-08-07,2020,8,7,Friday,1,summer,4302.585101999999,0.95,4087.5,hourly_chronological
890,2020-08-07 01:00:00,2020-08-07,2020,8,7,Friday,2,summer,4161.33354,0.95,3953.3,hourly_chronological
891,2020-08-07 02:00:00,2020-08-07,2020,8,7,Friday,3,summer,4079.518828,0.95,3875.5,hourly_chronological
892,2020-08-07 03:00:00,2020-08-07,2020,8,7,Friday,4,summer,4093.1422860000002,0.95,3888.5,hourly_chronological
893,2020-08-07 04:00:00,2020-08-07,2020,8,7,Friday,5,summer,4192.486413,0.95,3982.9,hourly_chronological
894,2020-08-07 05:00:00,2020-08-07,2020,8,7,Friday,6,summer,4299.20481,0.95,4084.2,hourly_chronological
895,2020-08-07 06:00:00,2020-08-07,2020,8,7,Friday,7,summer,4532.339035,0.95,4305.7,hourly_chronological
896,2020-08-07 07:00:00,2020-08-07,2020,8,7,Friday,8,summer,4824.353134,0.95,4583.1,hourly_chronological
897,2020-08-07 08:00:00,2020-08-07,2020,8,7,Friday,9,summer,5077.575213,0.95,4823.7,hourly_chronological
898,2020-08-07 09:00:00,2020-08-07,2020,8,7,Friday,10,summer,5242.54323,0.95,4980.4,hourly_chronological
899,2020-08-07 10:00:00,2020-08-07,2020,8,7,Friday,11,summer,5439.825767,0.95,5167.8,hourly_chronological
900,2020-08-07 11:00:00,2020-08-07,2020,8,7,Friday,12,summer,5622.287630999999,0.95,5341.2,hourly_chronological
901,2020-08-07 12:00:00,2020-08-07,2020,8,7,Friday,13,summer,5825.699276,0.95,5534.4,hourly_chronological
902,2020-08-07 13:00:00,2020-08-07,2020,8,7,Friday,14,summer,6070.586984,0.95,5767.1,hourly_chronological
903,2020-08-07 14:00:00,2020-08-07,2020,8,7,Friday,15,summer,6242.885257999999,0.95,5930.7,hourly_chronological
904,2020-08-07 15:00:00,2020-08-07,2020,8,7,Friday,16,summer,6318.782465,0.95,6002.8,hourly_chronological
905,2020-08-07 16:00:00,2020-08-07,2020,8,7,Friday,17,summer,6204.704104,0.95,5894.5,hourly_chronological
906,2020-08-07 17:00:00,2020-08-07,2020,8,7,Friday,18,summer,5928.332326,0.95,5631.9,hourly_chronological
907,2020-08-07 18:00:00,2020-08-07,2020,8,7,Friday,19,summer,5646.655079,0.95,5364.3,hourly_chronological
908,2020-08-07 19:00:00,2020-08-07,2020,8,7,Friday,20,summer,5607.5696179999995,0.95,5327.2,hourly_chronological
909,2020-08-07 20:00:00,2020-08-07,2020,8,7,Friday,21,summer,5357.548316,0.95,5089.7,hourly_chronological
910,2020-08-07 21:00:00,2020-08-07,2020,8,7,Friday,22,summer,4998.166504,0.95,4748.3,hourly_chronological
911,2020-08-07 22:00:00,2020-08-07,2020,8,7,Friday,23,summer,4626.366638,0.95,4395.0,hourly_chronological
912,2020-08-07 23:00:00,2020-08-07,2020,8,7,Friday,24,summer,4329.3346249999995,0.95,4112.9,hourly_chronological
913,2020-08-08 00:00:00,2020-08-08,2020,8,8,Saturday,1,summer,4123.885747,0.95,3917.7,hourly_chronological
914,2020-08-08 01:00:00,2020-08-08,2020,8,8,Saturday,2,summer,3976.712728,0.95,3777.9,hourly_chronological
915,2020-08-08 02:00:00,2020-08-08,2020,8,8,Saturday,3,summer,3874.83483,0.95,3681.1,hourly_chronological
916,2020-08-08 03:00:00,2020-08-08,2020,8,8,Saturday,4,summer,3825.082236,0.95,3633.8,hourly_chronological
917,2020-08-08 04:00:00,2020-08-08,2020,8,8,Saturday,5,summer,3811.5894529999996,0.95,3621.0,hourly_chronological
918,2020-08-08 05:00:00,2020-08-08,2020,8,8,Saturday,6,summer,3777.7647020000004,0.95,3588.9,hourly_chronological
919,2020-08-08 06:00:00,2020-08-08,2020,8,8,Saturday,7,summer,3990.889046,0.95,3791.3,hourly_chronological
920,2020-08-08 07:00:00,2020-08-08,2020,8,8,Saturday,8,summer,4348.515077999999,0.95,4131.1,hourly_chronological
921,2020-08-08 08:00:00,2020-08-08,2020,8,8,Saturday,9,summer,4753.471170999999,0.95,4515.8,hourly_chronological
922,2020-08-08 09:00:00,2020-08-08,2020,8,8,Saturday,10,summer,5090.160705,0.95,4835.7,hourly_chronological
923,2020-08-08 10:00:00,2020-08-08,2020,8,8,Saturday,11,summer,5409.069685,0.95,5138.6,hourly_chronological
924,2020-08-08 11:00:00,2020-08-08,2020,8,8,Saturday,12,summer,5682.984875,0.95,5398.8,hourly_chronological
925,2020-08-08 12:00:00,2020-08-08,2020,8,8,Saturday,13,summer,5958.3200320000005,0.95,5660.4,hourly_chronological
926,2020-08-08 13:00:00,2020-08-08,2020,8,8,Saturday,14,summer,6101.333225,0.95,5796.3,hourly_chronological
927,2020-08-08 14:00:00,2020-08-08,2020,8,8,Saturday,15,summer,6259.979284,0.95,5947.0,hourly_chronological
928,2020-08-08 15:00:00,2020-08-08,2020,8,8,Saturday,16,summer,6321.503404,0.95,6005.4,hourly_chronological
929,2020-08-08 16:00:00,2020-08-08,2020,8,8,Saturday,17,summer,6258.225568,0.95,5945.3,hourly_chronological
930,2020-08-08 17:00:00,2020-08-08,2020,8,8,Saturday,18,summer,6014.721169,0.95,5714.0,hourly_chronological
931,2020-08-08 18:00:00,2020-08-08,2020,8,8,Saturday,19,summer,5742.850188999999,0.95,5455.7,hourly_chronological
932,2020-08-08 19:00:00,2020-08-08,2020,8,8,Saturday,20,summer,5675.922055999999,0.95,5392.1,hourly_chronological
933,2020-08-08 20:00:00,2020-08-08,2020,8,8,Saturday,21,summer,5365.441997,0.95,5097.2,hourly_chronological
934,2020-08-08 21:00:00,2020-08-08,2020,8,8,Saturday,22,summer,4998.543745,0.95,4748.6,hourly_chronological
935,2020-08-08 22:00:00,2020-08-08,2020,8,8,Saturday,23,summer,4620.9881829999995,0.95,4389.9,hourly_chronological
936,2020-08-08 23:00:00,2020-08-08,2020,8,8,Saturday,24,summer,4305.718627,0.95,4090.4,hourly_chronological
937,2020-08-09 00:00:00,2020-08-09,2020,8,9,Sunday,1,summer,4085.9133279999996,0.95,3881.6,hourly_chronological
938,2020-08-09 01:00:00,2020-08-09,2020,8,9,Sunday,2,summer,3930.485466,0.95,3734.0,hourly_chronological
939,2020-08-09 02:00:00,2020-08-09,2020,8,9,Sunday,3,summer,3829.739692,0.95,3638.3,hourly_chronological
940,2020-08-09 03:00:00,2020-08-09,2020,8,9,Sunday,4,summer,3767.739369,0.95,3579.4,hourly_chronological
941,2020-08-09 04:00:00,2020-08-09,2020,8,9,Sunday,5,summer,3728.33522,0.95,3541.9,hourly_chronological
942,2020-08-09 05:00:00,2020-08-09,2020,8,9,Sunday,6,summer,3671.267858,0.95,3487.7,hourly_chronological
943,2020-08-09 06:00:00,2020-08-09,2020,8,9,Sunday,7,summer,3834.411674,0.95,3642.7,hourly_chronological
944,2020-08-09 07:00:00,2020-08-09,2020,8,9,Sunday,8,summer,4142.5379570000005,0.95,3935.4,hourly_chronological
945,2020-08-09 08:00:00,2020-08-09,2020,8,9,Sunday,9,summer,4523.468529,0.95,4297.3,hourly_chronological
946,2020-08-09 09:00:00,2020-08-09,2020,8,9,Sunday,10,summer,4885.730925,0.95,4641.4,hourly_chronological
947,2020-08-09 10:00:00,2020-08-09,2020,8,9,Sunday,11,summer,5268.7586759999995,0.95,5005.3,hourly_chronological
948,2020-08-09 11:00:00,2020-08-09,2020,8,9,Sunday,12,summer,5626.100863000001,0.95,5344.8,hourly_chronological
949,2020-08-09 12:00:00,2020-08-09,2020,8,9,Sunday,13,summer,5930.337981000001,0.95,5633.8,hourly_chronological
950,2020-08-09 13:00:00,2020-08-09,2020,8,9,Sunday,14,summer,6206.972788,0.95,5896.6,hourly_chronological
951,2020-08-09 14:00:00,2020-08-09,2020,8,9,Sunday,15,summer,6445.4936959999995,0.95,6123.2,hourly_chronological
952,2020-08-09 15:00:00,2020-08-09,2020,8,9,Sunday,16,summer,6566.738239,0.95,6238.4,hourly_chronological
953,2020-08-09 16:00:00,2020-08-09,2020,8,9,Sunday,17,summer,6539.254739,0.95,6212.3,hourly_chronological
954,2020-08-09 17:00:00,2020-08-09,2020,8,9,Sunday,18,summer,6297.70211,0.95,5982.8,hourly_chronological
955,2020-08-09 18:00:00,2020-08-09,2020,8,9,Sunday,19,summer,6032.596739,0.95,5731.0,hourly_chronological
956,2020-08-09 19:00:00,2020-08-09,2020,8,9,Sunday,20,summer,5954.00376,0.95,5656.3,hourly_chronological
957,2020-08-09 20:00:00,2020-08-09,2020,8,9,Sunday,21,summer,5639.909003,0.95,5357.9,hourly_chronological
958,2020-08-09 21:00:00,2020-08-09,2020,8,9,Sunday,22,summer,5180.251779,0.95,4921.2,hourly_chronological
959,2020-08-09 22:00:00,2020-08-09,2020,8,9,Sunday,23,summer,4740.721182,0.95,4503.7,hourly_chronological
960,2020-08-09 23:00:00,2020-08-09,2020,8,9,Sunday,24,summer,4425.035328,0.95,4203.8,hourly_chronological
961,2020-08-10 00:00:00,2020-08-10,2020,8,10,Monday,1,summer,4201.870998,0.95,3991.8,hourly_chronological
962,2020-08-10 01:00:00,2020-08-10,2020,8,10,Monday,2,summer,4063.597676,0.95,3860.4,hourly_chronological
963,2020-08-10 02:00:00,2020-08-10,2020,8,10,Monday,3,summer,3988.954697,0.95,3789.5,hourly_chronological
964,2020-08-10 03:00:00,2020-08-10,2020,8,10,Monday,4,summer,4008.877251,0.95,3808.4,hourly_chronological
965,2020-08-10 04:00:00,2020-08-10,2020,8,10,Monday,5,summer,4112.424668000001,0.95,3906.8,hourly_chronological
966,2020-08-10 05:00:00,2020-08-10,2020,8,10,Monday,6,summer,4242.746886,0.95,4030.6,hourly_chronological
967,2020-08-10 06:00:00,2020-08-10,2020,8,10,Monday,7,summer,4576.460424,0.95,4347.6,hourly_chronological
968,2020-08-10 07:00:00,2020-08-10,2020,8,10,Monday,8,summer,4988.8493149999995,0.95,4739.4,hourly_chronological
